epoch,train_loss,val_loss,acc,f1_macro,f1_micro,f1_mean
1,1.171610291629427,1.1749232528971978,0.42910848549946295,0.394560296227972,0.42910848549946295,0.4118343908637175
2,0.9942422808685625,0.9441282531073817,0.6274615109201576,0.5201098711931825,0.6274615109201576,0.5737856910566701
3,0.9421692496993247,0.8993820970817318,0.6607590404582886,0.535296280612896,0.6607590404582886,0.5980276605355923
4,0.9070480556006452,0.918325163645425,0.6587898317221625,0.5307450758383397,0.6587898317221625,0.5947674537802512
5,0.8726435454963091,0.8430293256605649,0.6609380594343001,0.5612839636709956,0.6609380594343001,0.6111110115526479
6,0.8518714451979325,0.8147122610054944,0.6827783745076978,0.576114207773175,0.6827783745076978,0.6294462911404364
7,0.8245218657065824,0.7913676337063889,0.6899391335481561,0.5839637371804665,0.6899391335481561,0.6369514353643113
8,0.8013432626212917,0.7832424368988089,0.6967418546365914,0.5890042484593018,0.6967418546365914,0.6428730515479466
9,0.7890982686867717,0.8325641623458425,0.6403508771929824,0.5586719414016421,0.6403508771929824,0.5995114092973123
10,0.7675987673817883,0.7568490732283819,0.6774078052273541,0.5932296746083932,0.6774078052273541,0.6353187399178737
11,0.7382746975542542,0.7583191598609832,0.711421410669531,0.6106091741111266,0.711421410669531,0.6610152923903287
12,0.7381338838623894,0.7234887483936887,0.701217329036878,0.6158921626130821,0.701217329036878,0.6585547458249801
13,0.7116418122261922,0.7653533114227735,0.7209094163981382,0.6139813933110354,0.7209094163981382,0.6674454048545868
14,0.6941941816458315,0.7483572278277147,0.709094163981382,0.6083006917134313,0.709094163981382,0.6586974278474067
15,0.6799509700617432,0.7722834818174538,0.7343358395989975,0.6287517416808084,0.7343358395989975,0.6815437906399029
16,0.6533852837093159,0.8095706310316606,0.6808091657715718,0.604341184837496,0.6808091657715718,0.6425751753045339
17,0.6408338810090219,0.7471922752552462,0.7316505549588256,0.635690011321217,0.7316505549588256,0.6836702831400213
18,0.6398082197749774,0.7418613305366727,0.7137486573576799,0.6099956315467278,0.7137486573576799,0.6618721444522038
19,0.5993453017087929,0.7961809039756127,0.7316505549588256,0.6261084362583131,0.7316505549588256,0.6788794956085693
20,0.5901570106677493,0.7672188684285605,0.7295023272466882,0.6330450665442637,0.7295023272466882,0.681273696895476
21,0.557623808298321,0.822158954880206,0.7185821697099892,0.6342879325191562,0.7185821697099892,0.6764350511145727
22,0.5484638920661106,0.8048510924488509,0.6904761904761905,0.6183708727515056,0.6904761904761905,0.654423531613848
23,0.5099966359347144,0.7880247881068494,0.7191192266380236,0.6311279566348327,0.7191192266380236,0.6751235916364282
24,0.5026014091239203,0.8040765559336126,0.7398854278553527,0.6445788564548518,0.7398854278553527,0.6922321421551023
25,0.46957659575076016,0.8120886686665159,0.7475832438238453,0.640942148326568,0.7475832438238453,0.6942626960752067
26,0.4634311804768066,0.908677068611989,0.731829573934837,0.6357012190858221,0.731829573934837,0.6837653965103296
27,0.4420063652247325,0.8506497778945442,0.7416756176154672,0.6448718196461698,0.7416756176154672,0.6932737186308184
28,0.41893932941921425,0.9209862107066241,0.7377372001432152,0.6440242810237239,0.7377372001432152,0.6908807405834696
29,0.39469114691543694,0.9159060570445062,0.7524167561761547,0.6539780814457258,0.7524167561761547,0.7031974188109402
30,0.3746090636576173,0.9533941659541528,0.7515216612960974,0.6562633172121186,0.7515216612960974,0.7038924892541081
31,0.3452062509439083,0.9814283171734671,0.7551020408163265,0.6504005306415526,0.7551020408163265,0.7027512857289395
32,0.3555138235108472,1.0133430578782914,0.7395273899033298,0.6436761573465363,0.7395273899033298,0.691601773624933
33,0.3349381908661954,1.0143939607082795,0.7563551736484068,0.65285732660232,0.7563551736484068,0.7046062501253634
34,0.31695423919110577,1.052801145284013,0.7568922305764411,0.6478266249289513,0.7568922305764411,0.7023594277526961
35,0.2984264054033145,1.1057437074427703,0.7586824203365556,0.6585185924738,0.7586824203365556,0.7086005064051778
36,0.2908263789757242,1.0882749213269223,0.7547440028643037,0.6549461611794405,0.7547440028643037,0.7048450820218721
37,0.2674164962221734,1.0915050748382211,0.7545649838882922,0.6540621259956874,0.7545649838882922,0.7043135549419898
38,0.2660348643936174,1.1552603801134194,0.7660221983530254,0.6519391649626457,0.7660221983530254,0.7089806816578356
39,0.27089168293688837,1.1276922693740838,0.7574292875044755,0.6572754679002701,0.7574292875044755,0.7073523777023728
40,0.24027039362935518,1.1700130013680312,0.7629788757608307,0.6612754559485924,0.7629788757608307,0.7121271658547115
41,0.23418662129795392,1.1603738092582285,0.7619047619047619,0.6577369527407273,0.7619047619047619,0.7098208573227446
42,0.23240577205663332,1.1698799207993318,0.7606516290726817,0.6593197920604779,0.7606516290726817,0.7099857105665798
43,0.23264322964649375,1.1878590025314497,0.7653061224489796,0.6582902330213435,0.7653061224489796,0.7117981777351615
44,0.21494638262686266,1.2114072328948906,0.7622627998567848,0.6555776266486824,0.7622627998567848,0.7089202132527336
45,0.2163234572453274,1.2108245847517984,0.7651271034729681,0.6534420981501425,0.7651271034729681,0.7092846008115553
46,0.20939189234605893,1.262115885696657,0.7608306480486932,0.6528508113917517,0.7608306480486932,0.7068407297202224
47,0.21268462521990783,1.228850823041149,0.7613677049767276,0.6567909499722375,0.7613677049767276,0.7090793274744825
48,0.21212418371253708,1.2458936964530822,0.7647690655209453,0.6577600010080067,0.7647690655209453,0.711264533264476
49,0.20374198568357738,1.211827958884992,0.7645900465449338,0.6569278780750873,0.7645900465449338,0.7107589623100106
50,0.20254042160341934,1.233256511222151,0.7669172932330827,0.6620777459184348,0.7669172932330827,0.7144975195757588
