epoch,lr,train_loss,val_loss,acc,f1_macro,f1_micro,f1_mean
1,5.095e-06,1.6382509443964017,1.5703805239875812,0.5844969566774078,0.14755394870636088,0.5844969566774078,0.3660254526918843
2,1.0090000000000002e-05,1.5801784460506931,1.4880008121737007,0.6072323666308629,0.259924654248143,0.6072323666308629,0.4335785104395029
3,1.5085000000000002e-05,1.4503881701784178,1.335231258328824,0.5844969566774078,0.2905944842785053,0.5844969566774078,0.43754572047795653
4,2.008e-05,1.3228440495302902,1.2436437152254083,0.5266738274257071,0.38798990247850024,0.5266738274257071,0.45733186495210365
5,2.5075000000000003e-05,1.2623825245922378,1.2000679990274694,0.48138202649480843,0.3910498220817786,0.48138202649480843,0.4362159242882935
6,3.0070000000000005e-05,1.1956134055920162,1.1466874596127634,0.5234514858575009,0.3982026581847943,0.5234514858575009,0.4608270720211476
7,3.5065000000000004e-05,1.1596059792478994,1.1059450553473376,0.5594343000358037,0.40014204910666784,0.5594343000358037,0.4797881745712358
8,4.0060000000000006e-05,1.1090634358191847,1.0802348059136253,0.543859649122807,0.4125149496172752,0.543859649122807,0.4781872993700411
9,4.5055e-05,1.0619663042437442,1.041686201624831,0.585750089509488,0.4356401753317581,0.585750089509488,0.510695132420623
10,5.005000000000001e-05,1.0415228128121443,1.0251227449312288,0.5977443609022557,0.4430749443102352,0.5977443609022557,0.5204096526062454
11,5.5045e-05,1.0135316836283537,1.0202553897530555,0.6306838524883638,0.4451796987480767,0.6306838524883638,0.5379317756182203
12,6.004000000000001e-05,0.9931530159563741,0.97310872328482,0.6518080916577157,0.47889901271769053,0.6518080916577157,0.5653535521877031
13,6.5035e-05,0.9460367320373185,1.2340192166528863,0.6496598639455783,0.40642444380995774,0.6496598639455783,0.528042153877768
14,7.003e-05,0.9163094326687368,1.05112820046374,0.6860007160759041,0.5082902591310703,0.6860007160759041,0.5971454876034872
15,7.502500000000001e-05,0.9057901038237111,1.1500407358757536,0.6557465091299678,0.47513928664711924,0.6557465091299678,0.5654428978885435
16,8.002000000000001e-05,0.8840780959452149,1.131327569228622,0.6754385964912281,0.4997744592455626,0.6754385964912281,0.5876065278683953
17,8.5015e-05,0.8578384073432237,1.0750084813034666,0.6879699248120301,0.5219998181687414,0.6879699248120301,0.6049848714903858
18,9.001e-05,0.848976185043361,0.9839844360728867,0.6806301467955603,0.5217838227413476,0.6806301467955603,0.601206984768454
19,9.5005e-05,0.8296744483131936,1.054056511081507,0.69656283566058,0.5377638879092899,0.69656283566058,0.6171633617849349
20,0.0001,0.8300698997628796,1.0402932363387891,0.709094163981382,0.5563603776010971,0.709094163981382,0.6327272707912396
21,9.939057285945933e-05,0.8111021805308424,0.920251505672825,0.6967418546365914,0.5558175068171568,0.6967418546365914,0.6262796807268741
22,9.757729755661012e-05,0.8194698422574599,0.9667933219827036,0.7040816326530612,0.5637229389557783,0.7040816326530612,0.6339022858044198
23,9.460482294732421e-05,0.7949289710046108,0.9309076868288414,0.7185821697099892,0.5796027140245995,0.7185821697099892,0.6490924418672943
24,9.05463412215599e-05,0.7822591728660953,0.8970116169871799,0.7203723594701038,0.5969238366183861,0.7203723594701038,0.658648098044245
25,8.55017856687341e-05,0.7736772286461436,0.8607593329201195,0.7198353025420695,0.6073204545778251,0.7198353025420695,0.6635778785599473
26,7.959536998847741e-05,0.7652752554616917,0.9311508787519138,0.734156820622986,0.6086352503548886,0.734156820622986,0.6713960354889373
27,7.297252973710757e-05,0.7402365821406295,0.9359933823997983,0.7289652703186538,0.6072565950458463,0.7289652703186538,0.6681109326822501
28,6.57963412215599e-05,0.7463693249430674,0.8656599073268332,0.7205513784461153,0.6093826323038014,0.7205513784461153,0.6649670053749583
29,5.824350601949144e-05,0.7227668190443736,0.8614825418334343,0.74078052273541,0.6293783559882428,0.74078052273541,0.6850794393618264
30,5.05e-05,0.7179917048285538,0.8201706141201434,0.7209094163981382,0.6071905852630652,0.7209094163981382,0.6640500008306017
31,4.2756493980508586e-05,0.6994571451713425,0.8693707131630966,0.7325456498388829,0.6136216192828611,0.7325456498388829,0.673083634560872
32,3.52036587784401e-05,0.6928151795207201,0.8599022845619262,0.7398854278553527,0.6276578935697932,0.7398854278553527,0.683771660712573
33,2.8027470262892437e-05,0.6907946631026068,0.8512064882644479,0.7379162191192267,0.6235011956226277,0.7379162191192267,0.6807087073709273
34,2.1404630011522586e-05,0.6818728758264458,0.9001091078878772,0.7418546365914787,0.6249265233887499,0.7418546365914787,0.6833905799901143
35,1.5498214331265904e-05,0.6664668667329627,0.8796394631037181,0.7425707124955245,0.631740242614476,0.7425707124955245,0.6871554775550003
36,1.0453658778440107e-05,0.6622803966927824,0.8563446631962537,0.7372001432151808,0.6208190526633276,0.7372001432151808,0.6790095979392542
37,6.3951770526757955e-06,0.6551212219270515,0.8521954797520417,0.7456140350877193,0.6373360248047641,0.7456140350877193,0.6914750299462418
38,3.4227024433899053e-06,0.658048178393912,0.8245957070382061,0.7422126745435016,0.6359310223460902,0.7422126745435016,0.689071848444796
39,1.6094271405406859e-06,0.6518003641030112,0.8457512224057734,0.7429287504475475,0.6350095278721704,0.7429287504475475,0.6889691391598589
40,0.0001,0.652782640206767,0.8612553151414423,0.7470461868958109,0.637489086354963,0.7470461868958109,0.692267636625387
41,9.939057285945933e-05,0.7007262907497313,0.9056706690165119,0.7359470103831006,0.6155391786637496,0.7359470103831006,0.6757430945234251
42,9.757729755661012e-05,0.7138454819838413,0.8277759702240657,0.73218761188686,0.6104064952317113,0.73218761188686,0.6712970535592857
43,9.460482294732421e-05,0.7140059329628549,0.9057405795455192,0.7225205871822413,0.5853446730262233,0.7225205871822413,0.6539326301042323
44,9.054634122155989e-05,0.6981714594689141,0.7927096774831622,0.7046186895810956,0.6157949964494858,0.7046186895810956,0.6602068430152908
45,8.55017856687341e-05,0.6873418352107696,0.9545523160638409,0.7330827067669173,0.609410241440018,0.7330827067669173,0.6712464741034676
46,7.959536998847741e-05,0.6957884037258424,0.8254175627270012,0.7425707124955245,0.6430372398833849,0.7425707124955245,0.6928039761894547
47,7.297252973710757e-05,0.6757114544899072,0.8123357251174468,0.7380952380952381,0.6283304067095871,0.7380952380952381,0.6832128224024125
48,6.579634122155991e-05,0.6647102385984197,0.8860683168214237,0.7303974221267454,0.6068792594320769,0.7303974221267454,0.6686383407794112
49,5.824350601949144e-05,0.6500412243830703,0.8178419546973437,0.740422484783387,0.6337824501365056,0.740422484783387,0.6871024674599463
50,5.05e-05,0.6489784384430948,0.8098710543615093,0.7291442892946652,0.6193834567633102,0.7291442892946652,0.6742638730289877
51,4.275649398050854e-05,0.6383326894715811,0.8723003435553166,0.7495524525599714,0.6343120928207384,0.7495524525599714,0.691932272690355
52,3.52036587784401e-05,0.6269138359397533,0.8138563198467929,0.7420336555674901,0.6372452746667155,0.7420336555674901,0.6896394651171028
53,2.8027470262892413e-05,0.6227066855281427,0.7944345465066652,0.7375581811672037,0.6353906609557785,0.7375581811672037,0.686474421061491
54,2.1404630011522586e-05,0.606325338620941,0.8250127934530308,0.753311851056212,0.6489401206845485,0.753311851056212,0.7011259858703802
55,1.5498214331265904e-05,0.5908761116091532,0.8105970921586416,0.7520587182241317,0.6512165906901477,0.7520587182241317,0.7016376544571397
56,1.0453658778440117e-05,0.5761491336905012,0.8078872037326569,0.7502685284640171,0.6492786328460273,0.7502685284640171,0.6997735806550223
57,6.395177052675784e-06,0.5836606823862013,0.8378380874429943,0.7538489079842463,0.6428888799821004,0.7538489079842463,0.6983688939831734
58,3.4227024433899053e-06,0.56625501117336,0.8168083584056803,0.7502685284640171,0.6474473333600309,0.7502685284640171,0.698857930912024
59,1.6094271405406804e-06,0.5839693424219865,0.7894509730269053,0.7474042248478339,0.648205254545031,0.7474042248478339,0.6978047396964324
