epoch,train_loss,val_loss,acc,f1_macro,f1_micro,f1_mean
40,0.07268326227609306,1.512374569556212,0.768170426065163,0.6611489076510345,0.768170426065163,0.7146596668580987
41,0.06842923212034603,1.4953532249450343,0.7649480844969567,0.647872710531716,0.7649480844969567,0.7064103975143363
42,0.06602990399446901,1.451278141556015,0.7719298245614035,0.6637976213321719,0.7719298245614035,0.7178637229467877
43,0.05853520595785142,1.5567969317893764,0.7701396348012889,0.6556795013615101,0.7701396348012889,0.7129095680813995
44,0.05990239222960361,1.5625046820483497,0.7724668814894379,0.6596010373913,0.7724668814894379,0.716033959440369
45,0.05921718760307089,1.53709894965039,0.7649480844969567,0.6570909259937775,0.7649480844969567,0.7110195052453672
46,0.05287234084177588,1.5420919037232295,0.7722878625134264,0.658158818323259,0.7722878625134264,0.7152233404183427
47,0.050418309944578486,1.5685935919104705,0.7679914070891515,0.6557859712768149,0.7679914070891515,0.7118886891829832
48,0.051562546251459555,1.6031361414973897,0.7670963122090941,0.6603562728943675,0.7670963122090941,0.7137262925517308
49,0.04765289279236638,1.5180707236813935,0.7730039384174723,0.6639329121849891,0.7730039384174723,0.7184684253012307
50,0.05260394524399537,1.5693388932650976,0.773720014321518,0.6686810230802471,0.773720014321518,0.7212005187008825
